Protein Group	SubGroup	Protein	Protein ID	Entry Name	Gene Names	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Unique Stripped Peptides	Summarized Total Spectral Count	Summarized Unique Spectral Count	Summarized Razor Spectral Count	aspirin_1 Total Spectral Count	aspirin_1 Unique Spectral Count	aspirin_1 Razor Spectral Count	aspirin_1 Total Ion Count	aspirin_1 Unique Ion Count	aspirin_1 Razor Ion Count	aspirin_1 Total Intensity	aspirin_1 Unique Intensity	aspirin_1 Razor Intensity	aspirin_2 Total Spectral Count	aspirin_2 Unique Spectral Count	aspirin_2 Razor Spectral Count	aspirin_2 Total Ion Count	aspirin_2 Unique Ion Count	aspirin_2 Razor Ion Count	aspirin_2 Total Intensity	aspirin_2 Unique Intensity	aspirin_2 Razor Intensity	aspirin_3 Total Spectral Count	aspirin_3 Unique Spectral Count	aspirin_3 Razor Spectral Count	aspirin_3 Total Ion Count	aspirin_3 Unique Ion Count	aspirin_3 Razor Ion Count	aspirin_3 Total Intensity	aspirin_3 Unique Intensity	aspirin_3 Razor Intensity	control_1 Total Spectral Count	control_1 Unique Spectral Count	control_1 Razor Spectral Count	control_1 Total Ion Count	control_1 Unique Ion Count	control_1 Razor Ion Count	control_1 Total Intensity	control_1 Unique Intensity	control_1 Razor Intensity	control_2 Total Spectral Count	control_2 Unique Spectral Count	control_2 Razor Spectral Count	control_2 Total Ion Count	control_2 Unique Ion Count	control_2 Razor Ion Count	control_2 Total Intensity	control_2 Unique Intensity	control_2 Razor Intensity	control_3 Total Spectral Count	control_3 Unique Spectral Count	control_3 Razor Spectral Count	control_3 Total Ion Count	control_3 Unique Ion Count	control_3 Razor Ion Count	control_3 Total Intensity	control_3 Unique Intensity	control_3 Razor Intensity	Indistinguishable Proteins
4246	a	sp|Q9NYV6|RRN3_HUMAN	Q9NYV6	RRN3_HUMAN	RRN3	651	3.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	RNA polymerase I-specific transcription initiation factor RRN3	0.9839	0.9990	1	1	1	1	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4247	a	sp|Q9NYZ1|TV23B_HUMAN	Q9NYZ1	TV23B_HUMAN	TVP23B	205	6.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Golgi apparatus membrane protein TVP23 homolog B	0.9839	0.9990	2	1	1	1	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4248	a	sp|Q9NZ08|ERAP1_HUMAN	Q9NZ08	ERAP1_HUMAN	ERAP1	941	1.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Endoplasmic reticulum aminopeptidase 1	0.9839	0.9990	1	1	1	1	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4249	a	sp|Q9NZ52|GGA3_HUMAN	Q9NZ52	GGA3_HUMAN	GGA3	723	2.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	ADP-ribosylation factor-binding protein GGA3	0.9839	0.9990	1	1	1	1	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4250	a	sp|Q9NZD8|SPG21_HUMAN	Q9NZD8	SPG21_HUMAN	SPG21	308	11.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Maspardin	0.9839	0.9990	2	5	5	5	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	
4251	a	sp|Q9P016|THYN1_HUMAN	Q9P016	THYN1_HUMAN	THYN1	225	4.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Thymocyte nuclear protein 1	0.9839	0.9990	1	2	2	2	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4252	a	sp|Q9P0U4|CXXC1_HUMAN	Q9P0U4	CXXC1_HUMAN	CXXC1	656	3.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	CXXC-type zinc finger protein 1	0.9839	0.9990	1	1	1	1	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4253	a	sp|Q9P1F3|ABRAL_HUMAN	Q9P1F3	ABRAL_HUMAN	ABRACL	81	19.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Costars family protein ABRACL	0.9839	0.9990	1	2	2	2	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4254	a	sp|Q9P270|SLAI2_HUMAN	Q9P270	SLAI2_HUMAN	SLAIN2	581	2.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	SLAIN motif-containing protein 2	0.9839	0.9990	1	1	1	1	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4255	a	sp|Q9P2R3|ANFY1_HUMAN	Q9P2R3	ANFY1_HUMAN	ANKFY1	1169	2.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Rabankyrin-5	0.9839	0.9990	2	1	1	1	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4256	a	sp|Q9UBG0|MRC2_HUMAN	Q9UBG0	MRC2_HUMAN	MRC2	1479	1.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	C-type mannose receptor 2	0.9839	0.9990	1	1	1	1	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4257	a	sp|Q9UBI1|COMD3_HUMAN	Q9UBI1	COMD3_HUMAN	COMMD3	195	6.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	COMM domain-containing protein 3	0.9839	0.9990	1	3	3	3	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4258	a	sp|Q9UBI9|HDC_HUMAN	Q9UBI9	HDC_HUMAN	HECA	543	2.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Headcase protein homolog	0.9839	0.9990	1	1	1	1	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4259	a	sp|Q9UBN7|HDAC6_HUMAN	Q9UBN7	HDAC6_HUMAN	HDAC6	1215	1.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Histone deacetylase 6	0.9839	0.9990	1	1	1	1	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4260	a	sp|Q9UGP5|DPOLL_HUMAN	Q9UGP5	DPOLL_HUMAN	POLL	575	1.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA polymerase lambda	0.9839	0.9990	1	1	1	1	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4261	a	sp|Q9UHG3|PCYOX_HUMAN	Q9UHG3	PCYOX_HUMAN	PCYOX1	505	3.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Prenylcysteine oxidase 1	0.9839	0.9990	1	6	6	6	0	0	0	0	0	0	0.0	0.0	0.0	2	2	2	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	2	2	2	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4262	a	sp|Q9UHJ6|SHPK_HUMAN	Q9UHJ6	SHPK_HUMAN	SHPK	478	3.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Sedoheptulokinase	0.9839	0.9990	1	1	1	1	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4263	a	sp|Q9UHN1|DPOG2_HUMAN	Q9UHN1	DPOG2_HUMAN	POLG2	485	2.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA polymerase subunit gamma-2, mitochondrial	0.9839	0.9990	1	4	4	4	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	
4264	a	sp|Q9UIL1|SCOC_HUMAN	Q9UIL1	SCOC_HUMAN	SCOC	159	17.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Short coiled-coil protein	0.9839	0.9990	1	1	1	1	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4265	a	sp|Q9UIY3|RWD2A_HUMAN	Q9UIY3	RWD2A_HUMAN	RWDD2A	292	4.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	RWD domain-containing protein 2A	0.9839	0.9990	1	1	1	1	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4266	a	sp|Q9UKZ1|CNO11_HUMAN	Q9UKZ1	CNO11_HUMAN	CNOT11	510	2.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	CCR4-NOT transcription complex subunit 11	0.9839	0.9990	1	11	11	11	0	0	0	0	0	0	0.0	0.0	0.0	3	3	3	0	0	0	0.0	0.0	0.0	2	2	2	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	4	4	4	0	0	0	0.0	0.0	0.0	
4267	a	sp|Q9UNY4|TTF2_HUMAN	Q9UNY4	TTF2_HUMAN	TTF2	1162	0.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transcription termination factor 2	0.9839	0.9990	1	4	4	4	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	
4268	a	sp|Q9UPT5|EXOC7_HUMAN	Q9UPT5	EXOC7_HUMAN	EXOC7	735	1.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Exocyst complex component 7	0.9839	0.9990	1	1	1	1	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4269	a	sp|Q9UQ49|NEUR3_HUMAN	Q9UQ49	NEUR3_HUMAN	NEU3	428	4.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Sialidase-3	0.9839	0.9990	1	2	2	2	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	2	2	2	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4270	a	sp|Q9Y227|ENTP4_HUMAN	Q9Y227	ENTP4_HUMAN	ENTPD4	616	3.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ectonucleoside triphosphate diphosphohydrolase 4	0.9839	0.9990	1	1	1	1	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4271	a	sp|Q9Y251|HPSE_HUMAN	Q9Y251	HPSE_HUMAN	HPSE	543	6.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heparanase	0.9839	0.9990	1	1	1	1	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4272	a	sp|Q9Y255|PRLD1_HUMAN	Q9Y255	PRLD1_HUMAN	PRELID1	219	5.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	PRELI domain-containing protein 1, mitochondrial	0.9839	0.9990	1	1	1	1	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4273	a	sp|Q9Y291|RT33_HUMAN	Q9Y291	RT33_HUMAN	MRPS33	106	17.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	28S ribosomal protein S33, mitochondrial	0.9839	0.9990	1	1	1	1	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4274	a	sp|Q9Y2G5|OFUT2_HUMAN	Q9Y2G5	OFUT2_HUMAN	POFUT2	429	3.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	GDP-fucose protein O-fucosyltransferase 2	0.9839	0.9990	1	1	1	1	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4275	a	sp|Q9Y2H1|ST38L_HUMAN	Q9Y2H1	ST38L_HUMAN	STK38L	464	2.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/threonine-protein kinase 38-like	0.9839	0.9990	1	1	1	1	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4276	a	sp|Q9Y2Q5|LTOR2_HUMAN	Q9Y2Q5	LTOR2_HUMAN	LAMTOR2	125	8.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ragulator complex protein LAMTOR2	0.9839	0.9990	1	3	3	3	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4277	a	sp|Q9Y2U5|M3K2_HUMAN	Q9Y2U5	M3K2_HUMAN	MAP3K2	619	2.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Mitogen-activated protein kinase kinase kinase 2	0.9839	0.9990	1	1	1	1	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4278	a	sp|Q9Y2Y0|AR2BP_HUMAN	Q9Y2Y0	AR2BP_HUMAN	ARL2BP	163	8.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	ADP-ribosylation factor-like protein 2-binding protein	0.9839	0.9990	1	4	4	4	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	
4279	a	sp|Q9Y2Z2|MTO1_HUMAN	Q9Y2Z2	MTO1_HUMAN	MTO1	717	2.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein MTO1 homolog, mitochondrial	0.9839	0.9990	1	1	1	1	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4280	a	sp|Q9Y303|NAGA_HUMAN	Q9Y303	NAGA_HUMAN	AMDHD2	409	10.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	N-acetylglucosamine-6-phosphate deacetylase	0.9839	0.9990	1	1	1	1	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4281	a	sp|Q9Y375|CIA30_HUMAN	Q9Y375	CIA30_HUMAN	NDUFAF1	327	3.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Complex I intermediate-associated protein 30, mitochondrial	0.9839	0.9990	1	8	8	8	1	1	1	0	0	0	0.0	0.0	0.0	2	2	2	0	0	0	0.0	0.0	0.0	2	2	2	0	0	0	0.0	0.0	0.0	2	2	2	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4282	a	sp|Q9Y3D6|FIS1_HUMAN	Q9Y3D6	FIS1_HUMAN	FIS1	152	7.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Mitochondrial fission 1 protein	0.9839	0.9990	1	10	10	10	0	0	0	0	0	0	0.0	0.0	0.0	2	2	2	0	0	0	0.0	0.0	0.0	2	2	2	0	0	0	0.0	0.0	0.0	2	2	2	0	0	0	0.0	0.0	0.0	2	2	2	0	0	0	0.0	0.0	0.0	2	2	2	0	0	0	0.0	0.0	0.0	
4283	a	sp|Q9Y3Y2|CHTOP_HUMAN	Q9Y3Y2	CHTOP_HUMAN	CHTOP	248	5.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Chromatin target of PRMT1 protein	0.9839	0.9990	1	4	4	4	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	
4284	a	sp|Q9Y478|AAKB1_HUMAN	Q9Y478	AAKB1_HUMAN	PRKAB1	270	6.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	5'-AMP-activated protein kinase subunit beta-1	0.9839	0.9990	1	1	1	1	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4285	a	sp|Q9Y4R8|TELO2_HUMAN	Q9Y4R8	TELO2_HUMAN	TELO2	837	1.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Telomere length regulation protein TEL2 homolog	0.9839	0.9990	1	16	16	16	0	0	0	0	0	0	0.0	0.0	0.0	4	4	4	0	0	0	0.0	0.0	0.0	3	3	3	0	0	0	0.0	0.0	0.0	2	2	2	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	6	6	6	0	0	0	0.0	0.0	0.0	
4286	a	sp|Q9Y4U1|MMAC_HUMAN	Q9Y4U1	MMAC_HUMAN	MMACHC	282	2.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cyanocobalamin reductase / alkylcobalamin dealkylase	0.9839	0.9990	1	2	2	2	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	
4287	a	sp|Q9Y5A6|ZSC21_HUMAN	Q9Y5A6	ZSC21_HUMAN	ZSCAN21	473	2.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Zinc finger and SCAN domain-containing protein 21	0.9839	0.9990	1	1	1	1	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4288	a	sp|Q9Y5M8|SRPRB_HUMAN	Q9Y5M8	SRPRB_HUMAN	SRPRB	271	4.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Signal recognition particle receptor subunit beta	0.9839	0.9990	1	2	2	2	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4289	a	sp|Q9Y5Y5|PEX16_HUMAN	Q9Y5Y5	PEX16_HUMAN	PEX16	336	2.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Peroxisomal membrane protein PEX16	0.9839	0.9990	1	4	4	4	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	
4290	a	sp|Q9Y6N1|COX11_HUMAN	Q9Y6N1	COX11_HUMAN	COX11	276	5.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cytochrome c oxidase assembly protein COX11, mitochondrial	0.9839	0.9990	1	1	1	1	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4291	a	sp|Q9Y6X4|F169A_HUMAN	Q9Y6X4	F169A_HUMAN	FAM169A	670	5.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Soluble lamin-associated protein of 75 kDa	0.9839	0.9990	1	1	1	1	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4292	a	sp|O14641|DVL2_HUMAN	O14641	DVL2_HUMAN	DVL2	736	3.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Segment polarity protein dishevelled homolog DVL-2	0.9839	0.9990	2	4	4	4	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
4293	a	sp|Q03519|TAP2_HUMAN	Q03519	TAP2_HUMAN	TAP2	686	1.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Antigen peptide transporter 2	0.9790	0.9990	1	6	0	6	1	0	1	0	0	0	0.0	0.0	0.0	1	0	1	0	0	0	0.0	0.0	0.0	1	0	1	0	0	0	0.0	0.0	0.0	1	0	1	0	0	0	0.0	0.0	0.0	1	0	1	0	0	0	0.0	0.0	0.0	1	0	1	0	0	0	0.0	0.0	0.0	sp|Q9NRK6|ABCBA_HUMAN, sp|Q9NUT2|MITOS_HUMAN
4294	a	sp|Q8NFP9|NBEA_HUMAN	Q8NFP9	NBEA_HUMAN	NBEA	2946	2.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Neurobeachin	0.9832	0.9939	5	7	1	1	0	0	0	0	0	0	0.0	0.0	0.0	1	0	0	0	0	0	0.0	0.0	0.0	1	0	0	0	0	0	0.0	0.0	0.0	3	1	1	2	0	0	0.0	0.0	0.0	2	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
